regime,ref_model,arm,m_ref,m4
E3_c2,abstraction,HC_LI,102.0,124.0
E3_c2,abstraction,HC_LI,77.0,96.0
E3_c2,abstraction,HC_LI,82.0,107.0
E3_c2,abstraction,HC_LI,87.0,138.0
E3_c2,abstraction,HC_LI,87.0,121.0
E3_c2,abstraction,HC_LI,73.0,123.0
E3_c2,abstraction,HC_LI,102.0,131.0
E3_c2,abstraction,HC_LI,106.0,131.0
E3_c2,abstraction,HC_LI,82.0,128.0
E3_c2,abstraction,HC_LI,92.0,135.0
E3_c2,abstraction,HC_LI,78.0,107.0
E3_c2,abstraction,HC_LI,82.0,126.0
E3_c2,abstraction,HC_LI,82.0,138.0
E3_c2,abstraction,HC_LI,77.0,117.0
E3_c2,abstraction,HC_LI,106.0,158.0
E3_c2,abstraction,HC_LI,71.0,101.0
E3_c2,abstraction,HC_LI,87.0,148.0
E3_c2,abstraction,HC_LI,91.0,134.0
E3_c2,abstraction,HC_LI,96.0,119.0
E3_c2,abstraction,HC_LI,87.0,124.0
E3_c2,abstraction,HC_LI,92.0,145.0
E3_c2,abstraction,HC_LI,77.0,121.0
E3_c2,abstraction,HC_LI,87.0,144.0
E3_c2,abstraction,HC_LI,82.0,148.0
E3_c2,abstraction,HC_LI,86.0,143.0
E3_c2,abstraction,HC_LI,78.0,136.0
E3_c2,abstraction,HC_LI,92.0,134.0
E3_c2,abstraction,HC_LI,91.0,120.0
E3_c2,abstraction,HC_LI,87.0,138.0
E3_c2,abstraction,HC_LI,106.0,133.0
E3_c2,abstraction,HC_LI,97.0,111.0
E3_c2,abstraction,HC_LI,96.0,137.0
E3_c2,abstraction,HC_LI,82.0,133.0
E3_c2,abstraction,HC_LI,106.0,189.0
E3_c2,abstraction,HC_LI,82.0,119.0
E3_c2,abstraction,HC_LI,76.0,151.0
E3_c2,abstraction,HC_LI,101.0,126.0
E3_c2,abstraction,HC_LI,107.0,180.0
E3_c2,abstraction,HC_LI,92.0,153.0
E3_c2,abstraction,HC_LI,71.0,101.0
E3_c2,abstraction,HC_LI,96.0,145.0
E3_c2,abstraction,HC_LI,92.0,116.0
E3_c2,abstraction,HC_LI,72.0,111.0
E3_c2,abstraction,HC_LI,97.0,117.0
E3_c2,abstraction,HC_LI,72.0,99.0
E3_c2,abstraction,HC_LI,92.0,115.0
E3_c2,abstraction,HC_LI,107.0,164.0
E3_c2,abstraction,HC_LI,92.0,163.0
E3_c2,abstraction,HC_LI,121.0,144.0
E3_c2,abstraction,HC_LI,96.0,128.0
E3_c2,abstraction,HC_LI,87.0,116.0
E3_c2,abstraction,HC_LI,92.0,141.0
E3_c2,abstraction,HC_LI,107.0,180.0
E3_c2,abstraction,HC_LI,82.0,96.0
E3_c2,abstraction,HC_LI,92.0,126.0
E3_c2,abstraction,HC_LI,77.0,135.0
E3_c2,abstraction,HC_LI,101.0,163.0
E3_c2,abstraction,HC_LI,77.0,135.0
E3_c2,abstraction,HC_LI,87.0,100.0
E3_c2,abstraction,HC_LI,72.0,111.0
E3_c2,abstraction,HC_LI,97.0,136.0
E3_c2,abstraction,HC_LI,82.0,112.0
E3_c2,abstraction,HC_LI,77.0,143.0
E3_c2,abstraction,HC_LI,97.0,121.0
E3_c2,abstraction,HC_LI,87.0,129.0
E3_c2,abstraction,HC_LI,72.0,140.0
E3_c2,abstraction,HC_LI,81.0,139.0
E3_c2,abstraction,HC_LI,106.0,155.0
E3_c2,abstraction,HC_LI,82.0,143.0
E3_c2,abstraction,HC_LI,107.0,144.0
E3_c2,abstraction,HC_LI,91.0,133.0
E3_c2,abstraction,HC_LI,96.0,137.0
E3_c2,abstraction,HC_LI,97.0,112.0
E3_c2,abstraction,HC_LI,71.0,101.0
E3_c2,abstraction,HC_LI,97.0,143.0
E3_c2,abstraction,HC_LI,122.0,145.0
E3_c2,abstraction,HC_LI,87.0,162.0
E3_c2,abstraction,HC_LI,97.0,151.0
E3_c2,abstraction,HC_LI,92.0,153.0
E3_c2,abstraction,HC_LI,97.0,165.0
E3_c2,abstraction,HC_LI,82.0,133.0
E3_c2,abstraction,HC_LI,87.0,114.0
E3_c2,abstraction,HC_LI,87.0,100.0
E3_c2,abstraction,HC_LI,71.0,101.0
E3_c2,abstraction,HC_LI,78.0,131.0
E3_c2,abstraction,HC_LI,97.0,122.0
E3_c2,abstraction,HC_LI,92.0,140.0
E3_c2,abstraction,HC_LI,92.0,160.0
E3_c2,abstraction,HC_LI,87.0,124.0
E3_c2,abstraction,HC_LI,87.0,121.0
E3_c2,abstraction,HC_LI,76.0,135.0
E3_c2,abstraction,HC_LI,97.0,117.0
E3_c2,abstraction,HC_LI,91.0,120.0
E3_c2,abstraction,HC_LI,78.0,136.0
E3_c2,abstraction,HC_LI,63.0,111.0
E3_c2,abstraction,HC_LI,82.0,158.0
E3_c2,abstraction,HC_LI,82.0,135.0
E3_c2,abstraction,HC_LI,82.0,132.0
E3_c2,abstraction,HC_LI,96.0,150.0
E3_c2,abstraction,HC_LI,72.0,111.0
E3_c2,abstraction,HC_LI,87.0,146.0
E3_c2,abstraction,HC_LI,111.0,136.0
E3_c2,abstraction,HC_LI,96.0,145.0
E3_c2,abstraction,HC_LI,101.0,120.0
E3_c2,abstraction,HC_LI,122.0,139.0
E3_c2,abstraction,HC_LI,77.0,147.0
E3_c2,abstraction,HC_LI,96.0,107.0
E3_c2,abstraction,HC_LI,92.0,141.0
E3_c2,abstraction,HC_LI,97.0,122.0
E3_c2,abstraction,HC_LI,77.0,117.0
E3_c2,abstraction,HC_LI,97.0,111.0
E3_c2,abstraction,HC_LI,78.0,92.0
E3_c2,abstraction,HC_LI,72.0,109.0
E3_c2,abstraction,HC_LI,92.0,129.0
E3_c2,abstraction,HC_LI,106.0,140.0
E3_c2,abstraction,HC_LI,92.0,70.0
E3_c2,abstraction,HC_LI,72.0,140.0
E3_c2,abstraction,HC_LI,97.0,143.0
E3_c2,abstraction,HC_LI,86.0,138.0
E3_c2,abstraction,HC_LI,72.0,111.0
E3_c2,abstraction,HC_LI,116.0,158.0
E3_c2,abstraction,HC_LI,58.0,87.0
E3_c2,abstraction,HC_LI,116.0,158.0
E3_c2,abstraction,HC_LI,97.0,121.0
E3_c2,abstraction,HC_LI,87.0,142.0
E3_c2,abstraction,HC_LI,96.0,121.0
E3_c2,abstraction,HC_LI,73.0,123.0
E3_c2,abstraction,HC_LI,107.0,148.0
E3_c2,abstraction,HC_LI,78.0,130.0
E3_c2,abstraction,HC_LI,87.0,146.0
E3_c2,abstraction,HC_LI,68.0,101.0
E3_c2,abstraction,HC_LI,71.0,101.0
E3_c2,abstraction,HC_LI,78.0,107.0
E3_c2,abstraction,HC_LI,82.0,133.0
E3_c2,abstraction,HC_LI,92.0,114.0
E3_c2,abstraction,HC_LI,87.0,114.0
E3_c2,abstraction,HC_LI,97.0,121.0
E3_c2,abstraction,HC_LI,78.0,131.0
E3_c2,abstraction,HC_LI,92.0,99.0
E3_c2,abstraction,HC_LI,87.0,124.0
E3_c2,abstraction,HC_LI,106.0,155.0
E3_c2,abstraction,HC_LI,82.0,118.0
E3_c2,abstraction,HC_LI,101.0,126.0
E3_c2,abstraction,HC_LI,82.0,133.0
E3_c2,abstraction,HC_LI,72.0,123.0
E3_c2,abstraction,HC_LI,97.0,117.0
E3_c2,abstraction,HC_LI,77.0,139.0
E3_c2,abstraction,HC_LI,106.0,135.0
E3_c2,abstraction,HC_LI,58.0,87.0
E3_c2,abstraction,HC_LI,77.0,117.0
E3_c2,abstraction,HC_LI,96.0,145.0
E3_c2,abstraction,HC_LI,101.0,120.0
E3_c2,abstraction,HC_LI,87.0,142.0
E3_c2,abstraction,HC_LI,78.0,92.0
E3_c2,abstraction,HC_LI,92.0,116.0
E3_c2,abstraction,HC_LI,77.0,147.0
E3_c2,abstraction,HC_LI,87.0,156.0
E3_c2,abstraction,HC_LI,76.0,94.0
E3_c2,abstraction,HC_LI,96.0,138.0
E3_c2,abstraction,HC_LI,92.0,126.0
E3_c2,abstraction,HC_LI,82.0,138.0
E3_c2,abstraction,HC_LI,96.0,137.0
E3_c2,abstraction,HC_LI,82.0,127.0
E3_c2,abstraction,HC_LI,82.0,133.0
E3_c2,abstraction,HC_LI,87.0,138.0
E3_c2,abstraction,HC_LI,97.0,122.0
E3_c2,abstraction,HC_LI,77.0,132.0
E3_c2,abstraction,LC_HI,77.0,82.0
E3_c2,abstraction,LC_HI,97.0,122.0
E3_c2,abstraction,LC_HI,102.0,148.0
E3_c2,abstraction,LC_HI,78.0,126.0
E3_c2,abstraction,LC_HI,77.0,97.0
E3_c2,abstraction,LC_HI,111.0,155.0
E3_c2,abstraction,LC_HI,111.0,134.0
E3_c2,abstraction,LC_HI,53.0,82.0
E3_c2,abstraction,LC_HI,92.0,150.0
E3_c2,abstraction,LC_HI,116.0,116.0
E3_c2,abstraction,LC_HI,62.0,96.0
E3_c2,abstraction,LC_HI,102.0,149.0
E3_c2,abstraction,LC_HI,92.0,105.0
E3_c2,abstraction,LC_HI,92.0,141.0
E3_c2,abstraction,LC_HI,106.0,149.0
E3_c2,abstraction,LC_HI,53.0,92.0
E3_c2,abstraction,LC_HI,72.0,110.0
E3_c2,abstraction,LC_HI,67.0,95.0
E3_c2,abstraction,LC_HI,92.0,141.0
E3_c2,abstraction,LC_HI,97.0,129.0
E3_c2,abstraction,LC_HI,82.0,102.0
E3_c2,abstraction,LC_HI,68.0,106.0
E3_c2,abstraction,LC_HI,96.0,138.0
E3_c2,abstraction,LC_HI,48.0,97.0
E3_c2,abstraction,LC_HI,111.0,133.0
E3_c2,abstraction,LC_HI,68.0,106.0
E3_c2,abstraction,LC_HI,57.0,86.0
E3_c2,abstraction,LC_HI,81.0,106.0
E3_c2,abstraction,LC_HI,63.0,82.0
E3_c2,abstraction,LC_HI,96.0,144.0
E3_c2,abstraction,LC_HI,82.0,118.0
E3_c2,abstraction,LC_HI,97.0,157.0
E3_c2,abstraction,LC_HI,102.0,127.0
E3_c2,abstraction,LC_HI,63.0,98.0
E3_c2,abstraction,LC_HI,78.0,112.0
E3_c2,abstraction,LC_HI,82.0,119.0
E3_c2,abstraction,LC_HI,102.0,127.0
E3_c2,abstraction,LC_HI,72.0,131.0
E3_c2,abstraction,LC_HI,72.0,124.0
E3_c2,abstraction,LC_HI,91.0,126.0
E3_c2,abstraction,LC_HI,82.0,116.0
E3_c2,abstraction,LC_HI,102.0,134.0
E3_c2,abstraction,LC_HI,92.0,119.0
E3_c2,abstraction,LC_HI,97.0,141.0
E3_c2,abstraction,LC_HI,63.0,77.0
E3_c2,abstraction,LC_HI,78.0,117.0
E3_c2,abstraction,LC_HI,87.0,123.0
E3_c2,abstraction,LC_HI,92.0,95.0
E3_c2,abstraction,LC_HI,77.0,101.0
E3_c2,abstraction,LC_HI,102.0,144.0
E3_c2,abstraction,LC_HI,92.0,128.0
E3_c2,abstraction,LC_HI,77.0,100.0
E3_c2,abstraction,LC_HI,96.0,144.0
E3_c2,abstraction,LC_HI,62.0,77.0
E3_c2,abstraction,LC_HI,87.0,119.0
E3_c2,abstraction,LC_HI,92.0,105.0
E3_c2,abstraction,LC_HI,92.0,121.0
E3_c2,abstraction,LC_HI,62.0,109.0
E3_c2,abstraction,LC_HI,102.0,109.0
E3_c2,abstraction,LC_HI,101.0,145.0
E3_c2,abstraction,LC_HI,58.0,77.0
E3_c2,abstraction,LC_HI,87.0,119.0
E3_c2,abstraction,LC_HI,77.0,105.0
E3_c2,abstraction,LC_HI,107.0,158.0
E3_c2,abstraction,LC_HI,78.0,111.0
E3_c2,abstraction,LC_HI,96.0,102.0
E3_c2,abstraction,LC_HI,73.0,132.0
E3_c2,abstraction,LC_HI,92.0,140.0
E3_c2,abstraction,LC_HI,92.0,112.0
E3_c2,abstraction,LC_HI,97.0,139.0
E3_c2,abstraction,LC_HI,58.0,82.0
E3_c2,abstraction,LC_HI,77.0,147.0
E3_c2,abstraction,LC_HI,72.0,106.0
E3_c2,abstraction,LC_HI,111.0,154.0
E3_c2,abstraction,LC_HI,63.0,106.0
E3_c2,abstraction,LC_HI,67.0,111.0
E3_c2,abstraction,LC_HI,106.0,150.0
E3_c2,abstraction,LC_HI,136.0,126.0
E3_c2,abstraction,LC_HI,62.0,88.0
E3_c2,abstraction,LC_HI,101.0,138.0
E3_c2,abstraction,LC_HI,67.0,97.0
E3_c2,abstraction,LC_HI,67.0,95.0
E3_c2,abstraction,LC_HI,78.0,116.0
E3_c2,abstraction,LC_HI,48.0,53.0
E3_c2,abstraction,LC_HI,57.0,124.0
E3_c2,abstraction,LC_HI,77.0,147.0
E3_c2,abstraction,LC_HI,86.0,106.0
E3_c2,abstraction,LC_HI,87.0,146.0
E3_c2,abstraction,LC_HI,92.0,97.0
E3_c2,abstraction,LC_HI,77.0,104.0
E3_c2,abstraction,LC_HI,96.0,138.0
E3_c2,abstraction,LC_HI,92.0,106.0
E3_c2,abstraction,LC_HI,78.0,123.0
E3_c2,abstraction,LC_HI,92.0,119.0
E3_c2,abstraction,LC_HI,71.0,114.0
E3_c2,abstraction,LC_HI,101.0,128.0
E3_c2,abstraction,LC_HI,96.0,139.0
E3_c2,abstraction,LC_HI,102.0,104.0
E3_c2,abstraction,LC_HI,91.0,99.0
E3_c2,abstraction,LC_HI,116.0,116.0
E3_c2,abstraction,LC_HI,101.0,181.0
E3_c2,abstraction,LC_HI,72.0,116.0
E3_c2,abstraction,LC_HI,57.0,65.0
E3_c2,abstraction,LC_HI,92.0,140.0
E3_c2,abstraction,LC_HI,82.0,102.0
E3_c2,abstraction,LC_HI,82.0,119.0
E3_c2,abstraction,LC_HI,92.0,97.0
E3_c2,abstraction,LC_HI,91.0,146.0
E3_c2,abstraction,LC_HI,107.0,135.0
E3_c2,abstraction,LC_HI,73.0,106.0
E3_c2,abstraction,LC_HI,82.0,109.0
E3_c2,abstraction,LC_HI,111.0,134.0
E3_c2,abstraction,LC_HI,87.0,107.0
E3_c2,abstraction,LC_HI,63.0,106.0
E3_c2,abstraction,LC_HI,53.0,63.0
E3_c2,abstraction,LC_HI,112.0,165.0
E3_c2,abstraction,LC_HI,107.0,112.0
E3_c2,abstraction,LC_HI,48.0,73.0
E3_c2,abstraction,LC_HI,77.0,96.0
E3_c2,abstraction,LC_HI,58.0,111.0
E3_c2,abstraction,LC_HI,102.0,154.0
E3_c2,abstraction,LC_HI,96.0,138.0
E3_c2,abstraction,LC_HI,111.0,156.0
E3_c2,abstraction,LC_HI,77.0,87.0
E3_c2,abstraction,LC_HI,101.0,181.0
E3_c2,abstraction,LC_HI,92.0,129.0
E3_c2,abstraction,LC_HI,107.0,156.0
E3_c2,abstraction,LC_HI,92.0,156.0
E3_c2,abstraction,LC_HI,107.0,95.0
E3_c2,abstraction,LC_HI,112.0,165.0
E3_c2,abstraction,LC_HI,63.0,83.0
E3_c2,abstraction,LC_HI,57.0,65.0
E3_c2,abstraction,LC_HI,87.0,150.0
E3_c2,abstraction,LC_HI,72.0,95.0
E3_c2,abstraction,LC_HI,82.0,87.0
E3_c2,abstraction,LC_HI,48.0,53.0
E3_c2,abstraction,LC_HI,92.0,106.0
E3_c2,abstraction,LC_HI,112.0,148.0
E3_c2,abstraction,LC_HI,78.0,76.0
E3_c2,abstraction,LC_HI,82.0,70.0
E3_c2,abstraction,LC_HI,131.0,141.0
E3_c2,abstraction,LC_HI,87.0,115.0
E3_c2,abstraction,LC_HI,92.0,122.0
E3_c2,abstraction,LC_HI,82.0,104.0
E3_c2,abstraction,LC_HI,82.0,133.0
E3_c2,abstraction,LC_HI,63.0,94.0
E3_c2,abstraction,LC_HI,72.0,97.0
E3_c2,abstraction,LC_HI,91.0,145.0
E3_c2,abstraction,LC_HI,67.0,94.0
E3_c2,abstraction,LC_HI,87.0,150.0
E3_c2,abstraction,LC_HI,78.0,97.0
E3_c2,abstraction,LC_HI,92.0,163.0
E3_c2,abstraction,LC_HI,43.0,87.0
E3_c2,abstraction,LC_HI,92.0,151.0
E3_c2,abstraction,LC_HI,78.0,78.0
E3_c2,abstraction,LC_HI,78.0,130.0
E3_c2,abstraction,LC_HI,58.0,77.0
E3_c2,abstraction,LC_HI,73.0,112.0
E3_c2,abstraction,LC_HI,48.0,73.0
E3_c2,abstraction,LC_HI,53.0,82.0
E3_c2,abstraction,LC_HI,92.0,115.0
E3_c2,abstraction,LC_HI,82.0,114.0
E3_c2,abstraction,LC_HI,63.0,106.0
E3_c2,abstraction,LC_HI,76.0,127.0
E3_c2,abstraction,LC_HI,86.0,105.0
E3_c2,abstraction,LC_HI,92.0,169.0
E3_c2,abstraction,LC_HI,82.0,70.0
E3_c2,abstraction,LC_HI,87.0,101.0
E3_c2,abstraction,LC_HI,57.0,65.0
E3_c2,abstraction,LC_HI,63.0,97.0
E3_c2,abstraction,LC_HI,78.0,71.0
E3_c2,abstraction,LC_HI,97.0,168.0
E3_c2,abstraction,LC_HI,73.0,106.0
E3_c2,abstraction,LC_HI,92.0,112.0
E3_c2,abstraction,LC_HI,111.0,99.0
E3_c2,abstraction,LC_HI,92.0,155.0
E3_c2,abstraction,LC_HI,97.0,77.0
E3_c2,abstraction,LC_HI,63.0,114.0
E3_c2,abstraction,LC_HI,92.0,124.0
E3_c2,abstraction,LC_HI,107.0,135.0
E3_c2,abstraction,LC_HI,111.0,145.0
E3_c2,abstraction,LC_HI,97.0,158.0
E3_c2,abstraction,LC_HI,87.0,95.0
E3_c2,abstraction,LC_HI,63.0,109.0
E3_c2,abstraction,LC_HI,87.0,119.0
E3_c2,abstraction,LC_HI,77.0,93.0
E3_c2,abstraction,LC_HI,78.0,116.0
E3_c2,abstraction,LC_HI,86.0,175.0
E3_c2,abstraction,LC_HI,82.0,114.0
E3_c2,abstraction,LC_HI,81.0,114.0
E3_c2,abstraction,LC_HI,136.0,126.0
E3_c2,abstraction,LC_HI,53.0,77.0
E3_c2,abstraction,LC_HI,92.0,141.0
E3_c2,abstraction,LC_HI,77.0,100.0
E3_c2,abstraction,LC_HI,72.0,99.0
E3_c2,abstraction,LC_HI,87.0,80.0
E3_c2,abstraction,LC_HI,106.0,180.0
E3_c2,abstraction,LC_HI,82.0,124.0
E3_c2,abstraction,LC_HI,126.0,156.0
E3_c2,abstraction,LC_HI,73.0,85.0
E3_c2,abstraction,LC_LI,67.0,112.0
E3_c2,abstraction,LC_LI,107.0,137.0
E3_c2,abstraction,LC_LI,97.0,119.0
E3_c2,abstraction,LC_LI,87.0,139.0
E3_c2,abstraction,LC_LI,97.0,120.0
E3_c2,abstraction,LC_LI,72.0,80.0
E3_c2,abstraction,LC_LI,97.0,141.0
E3_c2,abstraction,LC_LI,92.0,138.0
E3_c2,abstraction,LC_LI,63.0,78.0
E3_c2,abstraction,LC_LI,77.0,128.0
E3_c2,abstraction,LC_LI,78.0,125.0
E3_c2,abstraction,LC_LI,116.0,178.0
E3_c2,abstraction,LC_LI,77.0,121.0
E3_c2,abstraction,LC_LI,92.0,134.0
E3_c2,abstraction,LC_LI,82.0,126.0
E3_c2,abstraction,LC_LI,86.0,110.0
E3_c2,abstraction,LC_LI,87.0,163.0
E3_c2,abstraction,LC_LI,117.0,154.0
E3_c2,abstraction,LC_LI,78.0,126.0
E3_c2,abstraction,LC_LI,82.0,130.0
E3_c2,abstraction,LC_LI,82.0,130.0
E3_c2,abstraction,LC_LI,101.0,136.0
E3_c2,abstraction,LC_LI,97.0,116.0
E3_c2,abstraction,LC_LI,92.0,131.0
E3_c2,abstraction,LC_LI,102.0,146.0
E3_c2,abstraction,LC_LI,78.0,100.0
E3_c2,abstraction,LC_LI,92.0,146.0
E3_c2,abstraction,LC_LI,116.0,207.0
E3_c2,abstraction,LC_LI,106.0,156.0
E3_c2,abstraction,LC_LI,97.0,147.0
E3_c2,abstraction,LC_LI,87.0,119.0
E3_c2,abstraction,LC_LI,92.0,139.0
E3_c2,abstraction,LC_LI,97.0,147.0
E3_c2,abstraction,LC_LI,82.0,129.0
E3_c2,abstraction,LC_LI,63.0,78.0
E3_c2,abstraction,LC_LI,82.0,112.0
E3_c2,abstraction,LC_LI,97.0,141.0
E3_c2,abstraction,LC_LI,73.0,114.0
E3_c2,abstraction,LC_LI,97.0,148.0
E3_c2,abstraction,LC_LI,117.0,159.0
E3_c2,abstraction,LC_LI,82.0,121.0
E3_c2,abstraction,LC_LI,97.0,120.0
E3_c2,abstraction,LC_LI,92.0,133.0
E3_c2,abstraction,LC_LI,77.0,134.0
E3_c2,abstraction,LC_LI,72.0,109.0
E3_c2,abstraction,LC_LI,102.0,165.0
E3_c2,abstraction,LC_LI,92.0,133.0
E3_c2,abstraction,LC_LI,63.0,78.0
E3_c2,abstraction,LC_LI,78.0,111.0
E3_c2,abstraction,LC_LI,82.0,114.0
E3_c2,abstraction,LC_LI,97.0,148.0
E3_c2,abstraction,LC_LI,97.0,100.0
E3_c2,abstraction,LC_LI,78.0,122.0
E3_c2,abstraction,LC_LI,117.0,154.0
E3_c2,abstraction,LC_LI,116.0,207.0
E3_c2,abstraction,LC_LI,92.0,131.0
E3_c2,abstraction,LC_LI,97.0,132.0
E3_c2,abstraction,LC_LI,73.0,102.0
E3_c2,abstraction,LC_LI,97.0,146.0
E3_c2,abstraction,LC_LI,76.0,83.0
E3_c2,abstraction,LC_LI,67.0,89.0
E3_c2,abstraction,LC_LI,96.0,127.0
E3_c2,abstraction,LC_LI,97.0,112.0
E3_c2,abstraction,LC_LI,92.0,121.0
E3_c2,abstraction,LC_LI,97.0,136.0
E3_c2,abstraction,LC_LI,97.0,132.0
E3_c2,abstraction,LC_LI,87.0,141.0
E3_c2,abstraction,LC_LI,82.0,130.0
E3_c2,abstraction,LC_LI,73.0,100.0
E3_c2,abstraction,LC_LI,78.0,104.0
E3_c2,abstraction,LC_LI,87.0,120.0
E3_c2,abstraction,LC_LI,106.0,136.0
E3_c2,abstraction,LC_LI,92.0,124.0
E3_c2,abstraction,LC_LI,87.0,105.0
E3_c2,abstraction,LC_LI,91.0,143.0
E3_c2,abstraction,LC_LI,106.0,136.0
E3_c2,abstraction,LC_LI,97.0,135.0
E3_c2,abstraction,LC_LI,106.0,127.0
E3_c2,abstraction,LC_LI,58.0,85.0
E3_c2,abstraction,LC_LI,71.0,119.0
E3_c2,abstraction,LC_LI,91.0,120.0
E3_c2,abstraction,LC_LI,92.0,163.0
E3_c2,abstraction,LC_LI,112.0,105.0
E3_c2,abstraction,LC_LI,76.0,153.0
E3_c2,abstraction,LC_LI,68.0,124.0
E3_c2,abstraction,LC_LI,106.0,126.0
E3_c2,abstraction,LC_LI,78.0,154.0
E3_c2,abstraction,LC_LI,87.0,144.0
E3_c2,abstraction,LC_LI,72.0,80.0
E3_c2,abstraction,LC_LI,78.0,92.0
E3_c2,abstraction,LC_LI,92.0,125.0
E3_c2,abstraction,LC_LI,87.0,124.0
E3_c2,abstraction,LC_LI,87.0,91.0
E3_c2,abstraction,LC_LI,72.0,109.0
E3_c2,abstraction,LC_LI,87.0,122.0
E3_c2,abstraction,LC_LI,72.0,106.0
E3_c2,abstraction,LC_LI,78.0,126.0
E3_c2,abstraction,LC_LI,82.0,114.0
E3_c2,abstraction,LC_LI,77.0,119.0
E3_c2,abstraction,LC_LI,87.0,114.0
E3_c2,abstraction,LC_LI,78.0,125.0
E3_c2,abstraction,LC_LI,96.0,127.0
E3_c2,abstraction,LC_LI,72.0,106.0
E3_c2,abstraction,LC_LI,82.0,121.0
E3_c2,abstraction,LC_LI,97.0,138.0
E3_c2,abstraction,LC_LI,106.0,126.0
E3_c2,abstraction,LC_LI,91.0,143.0
E3_c2,abstraction,LC_LI,82.0,132.0
E3_c2,abstraction,LC_LI,97.0,119.0
E3_c2,abstraction,LC_LI,101.0,149.0
E3_c2,abstraction,LC_LI,102.0,165.0
E3_c2,abstraction,LC_LI,97.0,148.0
E3_c2,abstraction,LC_LI,97.0,141.0
E3_c2,abstraction,LC_LI,78.0,122.0
E3_c2,abstraction,LC_LI,87.0,124.0
E3_c2,abstraction,LC_LI,97.0,146.0
E3_c2,abstraction,LC_LI,97.0,156.0
E3_c2,abstraction,LC_LI,92.0,131.0
E3_c2,abstraction,LC_LI,101.0,129.0
E3_c2,abstraction,LC_LI,77.0,128.0
E3_c2,abstraction,LC_LI,82.0,126.0
E3_c2,abstraction,LC_LI,92.0,121.0
E3_c2,abstraction,LC_LI,77.0,104.0
E3_c2,abstraction,LC_LI,82.0,110.0
E3_c2,abstraction,LC_LI,97.0,120.0
E3_c2,abstraction,LC_LI,82.0,109.0
E3_c2,abstraction,LC_LI,82.0,115.0
E3_c2,abstraction,LC_LI,92.0,121.0
E3_c2,abstraction,LC_LI,92.0,121.0
E3_c2,abstraction,LC_LI,63.0,87.0
E3_c2,abstraction,LC_LI,97.0,134.0
E3_c2,abstraction,LC_LI,72.0,114.0
E3_c2,abstraction,LC_LI,97.0,141.0
E3_c2,abstraction,LC_LI,78.0,100.0
E3_c2,abstraction,LC_LI,78.0,154.0
E3_c2,abstraction,LC_LI,116.0,117.0
E3_c2,abstraction,LC_LI,72.0,106.0
E3_c2,abstraction,LC_LI,82.0,115.0
E3_c2,abstraction,LC_LI,106.0,156.0
E3_c2,abstraction,LC_LI,87.0,120.0
E3_c2,abstraction,LC_LI,87.0,110.0
E3_c2,abstraction,LC_LI,92.0,112.0
E3_c2,abstraction,LC_LI,63.0,87.0
E3_c2,abstraction,LC_LI,97.0,116.0
E3_c2,abstraction,LC_LI,111.0,163.0
E3_c2,abstraction,LC_LI,82.0,126.0
E3_c2,abstraction,LC_LI,77.0,134.0
E3_c2,abstraction,LC_LI,97.0,116.0
E3_c2,abstraction,LC_LI,106.0,126.0
E3_c2,abstraction,LC_LI,77.0,114.0
E3_c2,abstraction,LC_LI,82.0,126.0
E3_c2,abstraction,LC_LI,116.0,124.0
E3_c2,abstraction,LC_LI,97.0,138.0
E3_c2,abstraction,LC_LI,92.0,112.0
E3_c2,abstraction,LC_LI,87.0,116.0
E3_c2,abstraction,LC_LI,82.0,130.0
E3_c2,abstraction,LC_LI,117.0,159.0
E3_c2,abstraction,LC_LI,96.0,129.0
E3_c2,abstraction,LC_LI,82.0,130.0
E3_c2,abstraction,LC_LI,111.0,167.0
E3_c2,abstraction,LC_LI,106.0,170.0
E3_c2,abstraction,LC_LI,92.0,124.0
E3_c2,abstraction,LC_LI,91.0,143.0
E3_c2,abstraction,LC_LI,76.0,153.0
E3_c2,abstraction,LC_LI,91.0,143.0
E3_c2,abstraction,LC_LI,97.0,112.0
E3_c2,abstraction,LC_LI,78.0,131.0
E3_c2,abstraction,LC_LI,82.0,105.0
E3_c2,abstraction,LC_LI,81.0,170.0
E3_c2,abstraction,LC_LI,117.0,154.0
E3_c2,abstraction,LC_LI,91.0,143.0
E3_c2,abstraction,LC_LI,82.0,138.0
E3_c2,abstraction,LC_LI,87.0,112.0
E3_c2,abstraction,LC_LI,87.0,91.0
E3_c2,abstraction,LC_LI,92.0,133.0
E3_c2,abstraction,LC_LI,97.0,119.0
E3_c2,abstraction,LC_LI,78.0,122.0
E3_c2,abstraction,LC_LI,102.0,127.0
E3_c2,abstraction,LC_LI,77.0,121.0
E3_c2,abstraction,LC_LI,97.0,125.0
E3_c2,abstraction,LC_LI,78.0,148.0
E3_c2,abstraction,LC_LI,106.0,126.0
E3_c2,abstraction,LC_LI,77.0,114.0
E3_c2,abstraction,LC_LI,87.0,138.0
E3_c2,abstraction,LC_LI,97.0,130.0
E3_c2,abstraction,LC_LI,87.0,129.0
E3_c2,abstraction,LC_LI,97.0,170.0
E3_c2,abstraction,LC_LI,78.0,154.0
E3_c2,abstraction,LC_LI,87.0,129.0
E3_c2,abstraction,LC_LI,101.0,149.0
E3_c2,abstraction,LC_LI,92.0,134.0
E3_c2,abstraction,LC_LI,102.0,122.0
