regime,ref_model,arm,m_ref,m4
E1_c2,batched,HC_HI,260.0,266.0
E1_c2,batched,HC_HI,246.0,258.0
E1_c2,batched,HC_HI,230.0,254.0
E1_c2,batched,HC_HI,260.0,284.0
E1_c2,batched,HC_HI,158.0,158.0
E1_c2,batched,HC_HI,188.0,194.0
E1_c2,batched,HC_HI,195.0,216.0
E1_c2,batched,HC_HI,245.0,257.0
E1_c2,batched,HC_HI,221.0,227.0
E1_c2,batched,HC_HI,253.0,274.0
E1_c2,batched,HC_HI,245.0,257.0
E1_c2,batched,HC_HI,188.0,197.0
E1_c2,batched,HC_HI,245.0,257.0
E1_c2,batched,HC_HI,263.0,287.0
E1_c2,batched,HC_HI,183.0,189.0
E1_c2,batched,HC_HI,163.0,163.0
E1_c2,batched,HC_HI,225.0,234.0
E1_c2,batched,HC_HI,239.0,260.0
E1_c2,batched,HC_HI,224.0,245.0
E1_c2,batched,HC_HI,224.0,248.0
E1_c2,batched,HC_HI,221.0,227.0
E1_c2,batched,HC_HI,215.0,221.0
E1_c2,batched,HC_HI,235.0,244.0
E1_c2,batched,HC_HI,221.0,227.0
E1_c2,batched,HC_HI,212.0,212.0
E1_c2,batched,HC_HI,254.0,266.0
E1_c2,batched,HC_HI,215.0,227.0
E1_c2,batched,HC_HI,299.0,320.0
E1_c2,batched,HC_HI,243.0,270.0
E1_c2,batched,HC_HI,249.0,258.0
E1_c2,batched,HC_HI,236.0,242.0
E1_c2,batched,HC_HI,279.0,288.0
E1_c2,batched,HC_HI,239.0,266.0
E1_c2,batched,HC_HI,226.0,235.0
E1_c2,batched,HC_HI,211.0,220.0
E1_c2,batched,HC_HI,235.0,259.0
E1_c2,batched,HC_HI,230.0,239.0
E1_c2,batched,HC_HI,230.0,242.0
E1_c2,batched,HC_HI,225.0,237.0
E1_c2,batched,HC_HI,197.0,209.0
E1_c2,batched,HC_HI,263.0,284.0
E1_c2,batched,HC_HI,258.0,291.0
E1_c2,batched,HC_HI,236.0,242.0
E1_c2,batched,HC_HI,191.0,212.0
E1_c2,batched,HC_HI,236.0,245.0
E1_c2,batched,HC_HI,201.0,213.0
E1_c2,batched,HC_HI,182.0,188.0
E1_c2,batched,HC_HI,235.0,244.0
E1_c2,batched,HC_HI,230.0,251.0
E1_c2,batched,HC_HI,195.0,207.0
E1_c2,batched,HC_HI,212.0,218.0
E1_c2,batched,HC_HI,241.0,241.0
E1_c2,batched,HC_HI,294.0,315.0
E1_c2,batched,HC_HI,273.0,297.0
E1_c2,batched,HC_HI,235.0,238.0
E1_c2,batched,HC_HI,250.0,271.0
E1_c2,batched,HC_HI,224.0,248.0
E1_c2,batched,HC_HI,197.0,209.0
E1_c2,batched,HC_HI,239.0,251.0
E1_c2,batched,HC_HI,225.0,237.0
E1_c2,batched,HC_HI,254.0,278.0
E1_c2,batched,HC_HI,201.0,213.0
E1_c2,batched,HC_HI,217.0,223.0
E1_c2,batched,HC_HI,221.0,233.0
E1_c2,batched,HC_HI,215.0,224.0
E1_c2,batched,HC_HI,288.0,309.0
E1_c2,batched,HC_HI,244.0,265.0
E1_c2,batched,HC_HI,274.0,286.0
E1_c2,batched,HC_HI,289.0,298.0
E1_c2,batched,HC_HI,181.0,193.0
E1_c2,batched,HC_HI,303.0,330.0
E1_c2,batched,HC_HI,244.0,271.0
E1_c2,batched,HC_HI,188.0,194.0
E1_c2,batched,HC_HI,195.0,207.0
E1_c2,batched,HC_HI,250.0,262.0
E1_c2,batched,HC_HI,273.0,294.0
E1_c2,batched,HC_LI,215.0,233.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,280.0,295.0
E1_c2,batched,HC_LI,249.0,264.0
E1_c2,batched,HC_LI,191.0,206.0
E1_c2,batched,HC_LI,210.0,228.0
E1_c2,batched,HC_LI,250.0,268.0
E1_c2,batched,HC_LI,176.0,194.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,274.0,289.0
E1_c2,batched,HC_LI,181.0,199.0
E1_c2,batched,HC_LI,245.0,260.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,210.0,228.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,225.0,240.0
E1_c2,batched,HC_LI,241.0,256.0
E1_c2,batched,HC_LI,201.0,219.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,274.0,289.0
E1_c2,batched,HC_LI,221.0,236.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,211.0,226.0
E1_c2,batched,HC_LI,245.0,263.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,259.0,274.0
E1_c2,batched,HC_LI,245.0,260.0
E1_c2,batched,HC_LI,221.0,236.0
E1_c2,batched,HC_LI,269.0,287.0
E1_c2,batched,HC_LI,187.0,202.0
E1_c2,batched,HC_LI,224.0,239.0
E1_c2,batched,HC_LI,254.0,272.0
E1_c2,batched,HC_LI,243.0,258.0
E1_c2,batched,HC_LI,240.0,255.0
E1_c2,batched,HC_LI,239.0,254.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,234.0,249.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,240.0,255.0
E1_c2,batched,HC_LI,265.0,280.0
E1_c2,batched,HC_LI,225.0,243.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,289.0,304.0
E1_c2,batched,HC_LI,240.0,255.0
E1_c2,batched,HC_LI,254.0,269.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,269.0,284.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,245.0,263.0
E1_c2,batched,HC_LI,205.0,220.0
E1_c2,batched,HC_LI,240.0,255.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,248.0,266.0
E1_c2,batched,HC_LI,196.0,214.0
E1_c2,batched,HC_LI,224.0,242.0
E1_c2,batched,HC_LI,195.0,213.0
E1_c2,batched,HC_LI,216.0,231.0
E1_c2,batched,HC_LI,283.0,298.0
E1_c2,batched,HC_LI,230.0,245.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,181.0,199.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,239.0,254.0
E1_c2,batched,HC_LI,253.0,268.0
E1_c2,batched,HC_LI,253.0,271.0
E1_c2,batched,HC_LI,219.0,237.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,259.0,274.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,245.0,260.0
E1_c2,batched,HC_LI,264.0,282.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,206.0,224.0
E1_c2,batched,HC_LI,254.0,269.0
E1_c2,batched,HC_LI,210.0,228.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,244.0,259.0
E1_c2,batched,HC_LI,254.0,272.0
E1_c2,batched,HC_LI,255.0,270.0
E1_c2,batched,HC_LI,195.0,213.0
E1_c2,batched,HC_LI,250.0,265.0
E1_c2,batched,HC_LI,224.0,242.0
E1_c2,batched,HC_LI,279.0,294.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,201.0,216.0
E1_c2,batched,HC_LI,216.0,231.0
E1_c2,batched,HC_LI,220.0,235.0
E1_c2,batched,HC_LI,269.0,284.0
E1_c2,batched,HC_LI,229.0,247.0
E1_c2,batched,HC_LI,240.0,255.0
E1_c2,batched,HC_LI,274.0,289.0
E1_c2,batched,HC_LI,235.0,253.0
E1_c2,batched,HC_LI,255.0,270.0
E1_c2,batched,HC_LI,285.0,300.0
E1_c2,batched,HC_LI,235.0,253.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,220.0,235.0
E1_c2,batched,HC_LI,233.0,251.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,216.0,231.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,181.0,199.0
E1_c2,batched,HC_LI,209.0,227.0
E1_c2,batched,HC_LI,235.0,253.0
E1_c2,batched,HC_LI,254.0,269.0
E1_c2,batched,HC_LI,221.0,239.0
E1_c2,batched,HC_LI,240.0,258.0
E1_c2,batched,HC_LI,225.0,243.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,152.0,170.0
E1_c2,batched,HC_LI,264.0,282.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,244.0,259.0
E1_c2,batched,HC_LI,250.0,268.0
E1_c2,batched,HC_LI,254.0,272.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,196.0,211.0
E1_c2,batched,HC_LI,192.0,210.0
E1_c2,batched,HC_LI,245.0,260.0
E1_c2,batched,HC_LI,269.0,284.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,240.0,255.0
E1_c2,batched,HC_LI,245.0,263.0
E1_c2,batched,HC_LI,202.0,217.0
E1_c2,batched,HC_LI,259.0,277.0
E1_c2,batched,HC_LI,263.0,281.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,244.0,259.0
E1_c2,batched,HC_LI,289.0,304.0
E1_c2,batched,HC_LI,201.0,216.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,264.0,282.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,260.0,275.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,210.0,225.0
E1_c2,batched,HC_LI,269.0,284.0
E1_c2,batched,HC_LI,235.0,250.0
E1_c2,batched,HC_LI,229.0,247.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,250.0,265.0
E1_c2,batched,HC_LI,239.0,254.0
E1_c2,batched,HC_LI,219.0,234.0
E1_c2,batched,HC_LI,196.0,211.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,152.0,170.0
E1_c2,batched,HC_LI,245.0,260.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,274.0,292.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,244.0,262.0
E1_c2,batched,HC_LI,264.0,279.0
E1_c2,batched,HC_LI,269.0,284.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,254.0,272.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,245.0,263.0
E1_c2,batched,HC_LI,289.0,304.0
E1_c2,batched,HC_LI,254.0,269.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,235.0,253.0
E1_c2,batched,HC_LI,220.0,238.0
E1_c2,batched,HC_LI,196.0,211.0
E1_c2,batched,HC_LI,259.0,274.0
E1_c2,batched,HC_LI,254.0,272.0
E1_c2,batched,HC_LI,255.0,270.0
E1_c2,batched,HC_LI,221.0,239.0
E1_c2,batched,HC_LI,239.0,254.0
E1_c2,batched,HC_LI,224.0,242.0
E1_c2,batched,HC_LI,230.0,245.0
E1_c2,batched,HC_LI,181.0,199.0
E1_c2,batched,HC_LI,260.0,278.0
E1_c2,batched,HC_LI,240.0,255.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,245.0,260.0
E1_c2,batched,HC_LI,255.0,270.0
E1_c2,batched,HC_LI,269.0,284.0
E1_c2,batched,HC_LI,234.0,249.0
E1_c2,batched,HC_LI,245.0,263.0
E1_c2,batched,HC_LI,249.0,267.0
E1_c2,batched,HC_LI,245.0,260.0
E1_c2,batched,HC_LI,234.0,252.0
E1_c2,batched,HC_LI,214.0,232.0
E1_c2,batched,HC_LI,254.0,269.0
E1_c2,batched,LC_HI,205.0,226.0
E1_c2,batched,LC_HI,284.0,296.0
E1_c2,batched,LC_HI,211.0,211.0
E1_c2,batched,LC_HI,222.0,228.0
E1_c2,batched,LC_HI,193.0,199.0
E1_c2,batched,LC_HI,260.0,272.0
E1_c2,batched,LC_HI,241.0,247.0
E1_c2,batched,LC_HI,285.0,285.0
E1_c2,batched,LC_HI,237.0,249.0
E1_c2,batched,LC_HI,274.0,286.0
E1_c2,batched,LC_HI,275.0,278.0
E1_c2,batched,LC_HI,258.0,279.0
E1_c2,batched,LC_HI,294.0,303.0
E1_c2,batched,LC_HI,216.0,228.0
E1_c2,batched,LC_HI,265.0,277.0
E1_c2,batched,LC_HI,203.0,215.0
E1_c2,batched,LC_HI,220.0,241.0
E1_c2,batched,LC_HI,274.0,283.0
E1_c2,batched,LC_HI,275.0,287.0
E1_c2,batched,LC_HI,226.0,235.0
E1_c2,batched,LC_HI,289.0,310.0
E1_c2,batched,LC_HI,251.0,260.0
E1_c2,batched,LC_HI,226.0,232.0
E1_c2,batched,LC_HI,254.0,266.0
E1_c2,batched,LC_HI,187.0,196.0
E1_c2,batched,LC_HI,199.0,223.0
E1_c2,batched,LC_HI,167.0,179.0
E1_c2,batched,LC_HI,279.0,285.0
E1_c2,batched,LC_HI,245.0,251.0
E1_c2,batched,LC_HI,221.0,233.0
E1_c2,batched,LC_HI,203.0,209.0
E1_c2,batched,LC_HI,265.0,277.0
E1_c2,batched,LC_HI,263.0,284.0
E1_c2,batched,LC_HI,250.0,256.0
E1_c2,batched,LC_HI,294.0,300.0
E1_c2,batched,LC_HI,274.0,286.0
E1_c2,batched,LC_HI,284.0,290.0
E1_c2,batched,LC_HI,278.0,305.0
E1_c2,batched,LC_HI,171.0,177.0
E1_c2,batched,LC_HI,231.0,243.0
E1_c2,batched,LC_HI,222.0,231.0
E1_c2,batched,LC_HI,288.0,294.0
E1_c2,batched,LC_HI,221.0,233.0
E1_c2,batched,LC_HI,241.0,247.0
E1_c2,batched,LC_HI,270.0,282.0
E1_c2,batched,LC_HI,278.0,299.0
E1_c2,batched,LC_HI,237.0,243.0
E1_c2,batched,LC_HI,283.0,304.0
E1_c2,batched,LC_HI,193.0,199.0
E1_c2,batched,LC_HI,256.0,262.0
E1_c2,batched,LC_HI,217.0,223.0
E1_c2,batched,LC_HI,231.0,237.0
E1_c2,batched,LC_HI,156.0,180.0
E1_c2,batched,LC_HI,243.0,264.0
E1_c2,batched,LC_HI,289.0,298.0
E1_c2,batched,LC_HI,289.0,310.0
E1_c2,batched,LC_HI,199.0,223.0
E1_c2,batched,LC_HI,255.0,264.0
E1_c2,batched,LC_HI,274.0,286.0
E1_c2,batched,LC_HI,182.0,191.0
E1_c2,batched,LC_HI,245.0,257.0
E1_c2,batched,LC_HI,219.0,243.0
E1_c2,batched,LC_HI,222.0,231.0
E1_c2,batched,LC_HI,197.0,203.0
E1_c2,batched,LC_HI,201.0,213.0
E1_c2,batched,LC_HI,294.0,300.0
E1_c2,batched,LC_HI,283.0,289.0
E1_c2,batched,LC_HI,211.0,223.0
E1_c2,batched,LC_HI,208.0,217.0
E1_c2,batched,LC_HI,273.0,294.0
E1_c2,batched,LC_HI,269.0,290.0
E1_c2,batched,LC_HI,298.0,301.0
E1_c2,batched,LC_HI,222.0,234.0
E1_c2,batched,LC_HI,156.0,180.0
E1_c2,batched,LC_HI,256.0,262.0
E1_c2,batched,LC_HI,203.0,209.0
E1_c2,batched,LC_HI,254.0,266.0
E1_c2,batched,LC_HI,182.0,191.0
E1_c2,batched,LC_HI,250.0,262.0
E1_c2,batched,LC_HI,256.0,262.0
E1_c2,batched,LC_HI,178.0,184.0
E1_c2,batched,LC_HI,265.0,271.0
E1_c2,batched,LC_HI,227.0,230.0
E1_c2,batched,LC_HI,285.0,297.0
E1_c2,batched,LC_HI,202.0,208.0
E1_c2,batched,LC_HI,293.0,305.0
E1_c2,batched,LC_HI,273.0,285.0
E1_c2,batched,LC_HI,241.0,244.0
E1_c2,batched,LC_HI,226.0,238.0
E1_c2,batched,LC_HI,293.0,302.0
E1_c2,batched,LC_HI,273.0,294.0
E1_c2,batched,LC_HI,207.0,216.0
E1_c2,batched,LC_HI,241.0,247.0
E1_c2,batched,LC_HI,274.0,286.0
E1_c2,batched,LC_HI,284.0,290.0
E1_c2,batched,LC_HI,293.0,305.0
E1_c2,batched,LC_HI,274.0,295.0
E1_c2,batched,LC_HI,269.0,296.0
E1_c2,batched,LC_HI,261.0,273.0
E1_c2,batched,LC_HI,280.0,286.0
E1_c2,batched,LC_HI,299.0,305.0
E1_c2,batched,LC_HI,209.0,230.0
E1_c2,batched,LC_HI,241.0,247.0
E1_c2,batched,LC_HI,290.0,290.0
E1_c2,batched,LC_HI,171.0,183.0
E1_c2,batched,LC_HI,280.0,286.0
E1_c2,batched,LC_HI,276.0,285.0
E1_c2,batched,LC_HI,289.0,295.0
E1_c2,batched,LC_HI,242.0,251.0
E1_c2,batched,LC_HI,255.0,264.0
E1_c2,batched,LC_HI,231.0,243.0
E1_c2,batched,LC_HI,236.0,245.0
E1_c2,batched,LC_HI,263.0,275.0
E1_c2,batched,LC_HI,193.0,199.0
E1_c2,batched,LC_HI,198.0,207.0
E1_c2,batched,LC_HI,278.0,290.0
E1_c2,batched,LC_HI,219.0,243.0
E1_c2,batched,LC_HI,278.0,299.0
E1_c2,batched,LC_HI,294.0,300.0
E1_c2,batched,LC_HI,235.0,247.0
E1_c2,batched,LC_HI,250.0,262.0
E1_c2,batched,LC_HI,221.0,230.0
E1_c2,batched,LC_HI,250.0,256.0
E1_c2,batched,LC_HI,254.0,266.0
E1_c2,batched,LC_HI,283.0,313.0
E1_c2,batched,LC_HI,227.0,230.0
E1_c2,batched,LC_HI,167.0,179.0
E1_c2,batched,LC_HI,231.0,243.0
E1_c2,batched,LC_HI,216.0,237.0
E1_c2,batched,LC_HI,216.0,222.0
E1_c2,batched,LC_HI,240.0,261.0
E1_c2,batched,LC_HI,278.0,290.0
E1_c2,batched,LC_HI,249.0,261.0
E1_c2,batched,LC_HI,255.0,261.0
E1_c2,batched,LC_HI,172.0,184.0
E1_c2,batched,LC_HI,222.0,228.0
E1_c2,batched,LC_HI,260.0,272.0
E1_c2,batched,LC_HI,199.0,223.0
E1_c2,batched,LC_HI,294.0,300.0
E1_c2,batched,LC_HI,225.0,246.0
E1_c2,batched,LC_HI,180.0,204.0
E1_c2,batched,LC_HI,293.0,317.0
E1_c2,batched,LC_HI,250.0,259.0
E1_c2,batched,LC_HI,250.0,262.0
E1_c2,batched,LC_HI,183.0,195.0
E1_c2,batched,LC_HI,298.0,307.0
E1_c2,batched,LC_HI,202.0,208.0
E1_c2,batched,LC_HI,235.0,244.0
E1_c2,batched,LC_HI,197.0,209.0
E1_c2,batched,LC_HI,236.0,248.0
E1_c2,batched,LC_HI,207.0,219.0
E1_c2,batched,LC_HI,288.0,309.0
E1_c2,batched,LC_HI,274.0,280.0
E1_c2,batched,LC_HI,278.0,287.0
E1_c2,batched,LC_HI,254.0,281.0
E1_c2,batched,LC_HI,207.0,213.0
E1_c2,batched,LC_HI,259.0,283.0
E1_c2,batched,LC_HI,232.0,244.0
E1_c2,batched,LC_HI,222.0,234.0
E1_c2,batched,LC_HI,249.0,273.0
E1_c2,batched,LC_HI,168.0,180.0
E1_c2,batched,LC_HI,251.0,254.0
E1_c2,batched,LC_HI,173.0,179.0
E1_c2,batched,LC_HI,231.0,243.0
E1_c2,batched,LC_HI,283.0,289.0
E1_c2,batched,LC_HI,203.0,215.0
E1_c2,batched,LC_HI,216.0,228.0
E1_c2,batched,LC_HI,261.0,273.0
E1_c2,batched,LC_HI,197.0,203.0
E1_c2,batched,LC_HI,283.0,304.0
E1_c2,batched,LC_HI,249.0,270.0
E1_c2,batched,LC_HI,254.0,266.0
E1_c2,batched,LC_HI,173.0,179.0
E1_c2,batched,LC_HI,140.0,146.0
E1_c2,batched,LC_HI,273.0,285.0
E1_c2,batched,LC_HI,183.0,189.0
E1_c2,batched,LC_HI,237.0,240.0
E1_c2,batched,LC_HI,258.0,279.0
E1_c2,batched,LC_HI,244.0,268.0
E1_c2,batched,LC_HI,209.0,230.0
E1_c2,batched,LC_HI,283.0,295.0
E1_c2,batched,LC_HI,290.0,296.0
E1_c2,batched,LC_HI,197.0,209.0
E1_c2,batched,LC_HI,209.0,230.0
E1_c2,batched,LC_HI,172.0,184.0
E1_c2,batched,LC_HI,220.0,244.0
E1_c2,batched,LC_HI,271.0,274.0
E1_c2,batched,LC_HI,295.0,298.0
E1_c2,batched,LC_HI,245.0,257.0
E1_c2,batched,LC_HI,220.0,241.0
E1_c2,batched,LC_HI,261.0,273.0
E1_c2,batched,LC_HI,289.0,301.0
E1_c2,batched,LC_HI,231.0,243.0
E1_c2,batched,LC_HI,153.0,165.0
E1_c2,batched,LC_HI,227.0,239.0
E1_c2,batched,LC_HI,254.0,278.0
E1_c2,batched,LC_HI,231.0,240.0
E1_c2,batched,LC_HI,203.0,209.0
E1_c2,batched,LC_HI,294.0,306.0
E1_c2,batched,LC_HI,251.0,254.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,275.0,290.0
E1_c2,batched,LC_LI,235.0,250.0
E1_c2,batched,LC_LI,230.0,245.0
E1_c2,batched,LC_LI,256.0,271.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,203.0,218.0
E1_c2,batched,LC_LI,270.0,285.0
E1_c2,batched,LC_LI,283.0,301.0
E1_c2,batched,LC_LI,201.0,216.0
E1_c2,batched,LC_LI,303.0,318.0
E1_c2,batched,LC_LI,273.0,291.0
E1_c2,batched,LC_LI,215.0,233.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,298.0,313.0
E1_c2,batched,LC_LI,192.0,210.0
E1_c2,batched,LC_LI,294.0,309.0
E1_c2,batched,LC_LI,293.0,311.0
E1_c2,batched,LC_LI,181.0,199.0
E1_c2,batched,LC_LI,211.0,229.0
E1_c2,batched,LC_LI,221.0,239.0
E1_c2,batched,LC_LI,230.0,245.0
E1_c2,batched,LC_LI,206.0,224.0
E1_c2,batched,LC_LI,230.0,248.0
E1_c2,batched,LC_LI,209.0,227.0
E1_c2,batched,LC_LI,285.0,300.0
E1_c2,batched,LC_LI,264.0,282.0
E1_c2,batched,LC_LI,270.0,288.0
E1_c2,batched,LC_LI,245.0,260.0
E1_c2,batched,LC_LI,235.0,253.0
E1_c2,batched,LC_LI,256.0,271.0
E1_c2,batched,LC_LI,294.0,309.0
E1_c2,batched,LC_LI,264.0,282.0
E1_c2,batched,LC_LI,188.0,203.0
E1_c2,batched,LC_LI,289.0,304.0
E1_c2,batched,LC_LI,216.0,234.0
E1_c2,batched,LC_LI,254.0,272.0
E1_c2,batched,LC_LI,265.0,280.0
E1_c2,batched,LC_LI,221.0,239.0
E1_c2,batched,LC_LI,245.0,260.0
E1_c2,batched,LC_LI,187.0,205.0
E1_c2,batched,LC_LI,289.0,304.0
E1_c2,batched,LC_LI,274.0,292.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,265.0,280.0
E1_c2,batched,LC_LI,216.0,231.0
E1_c2,batched,LC_LI,231.0,246.0
E1_c2,batched,LC_LI,229.0,244.0
E1_c2,batched,LC_LI,255.0,273.0
E1_c2,batched,LC_LI,294.0,309.0
E1_c2,batched,LC_LI,269.0,284.0
E1_c2,batched,LC_LI,191.0,209.0
E1_c2,batched,LC_LI,195.0,213.0
E1_c2,batched,LC_LI,303.0,321.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,265.0,280.0
E1_c2,batched,LC_LI,289.0,304.0
E1_c2,batched,LC_LI,265.0,280.0
E1_c2,batched,LC_LI,283.0,301.0
E1_c2,batched,LC_LI,260.0,275.0
E1_c2,batched,LC_LI,250.0,265.0
E1_c2,batched,LC_LI,234.0,249.0
E1_c2,batched,LC_LI,313.0,328.0
E1_c2,batched,LC_LI,284.0,299.0
E1_c2,batched,LC_LI,220.0,238.0
E1_c2,batched,LC_LI,269.0,287.0
E1_c2,batched,LC_LI,212.0,227.0
E1_c2,batched,LC_LI,231.0,249.0
E1_c2,batched,LC_LI,261.0,276.0
E1_c2,batched,LC_LI,235.0,250.0
E1_c2,batched,LC_LI,178.0,193.0
E1_c2,batched,LC_LI,240.0,258.0
E1_c2,batched,LC_LI,269.0,284.0
E1_c2,batched,LC_LI,203.0,218.0
E1_c2,batched,LC_LI,197.0,212.0
E1_c2,batched,LC_LI,206.0,221.0
E1_c2,batched,LC_LI,250.0,268.0
E1_c2,batched,LC_LI,264.0,279.0
E1_c2,batched,LC_LI,227.0,245.0
E1_c2,batched,LC_LI,225.0,240.0
E1_c2,batched,LC_LI,191.0,206.0
E1_c2,batched,LC_LI,274.0,289.0
E1_c2,batched,LC_LI,250.0,265.0
E1_c2,batched,LC_LI,255.0,270.0
E1_c2,batched,LC_LI,181.0,199.0
E1_c2,batched,LC_LI,225.0,240.0
E1_c2,batched,LC_LI,187.0,202.0
E1_c2,batched,LC_LI,211.0,229.0
E1_c2,batched,LC_LI,162.0,177.0
E1_c2,batched,LC_LI,191.0,209.0
E1_c2,batched,LC_LI,279.0,294.0
E1_c2,batched,LC_LI,215.0,233.0
E1_c2,batched,LC_LI,207.0,222.0
E1_c2,batched,LC_LI,226.0,244.0
E1_c2,batched,LC_LI,241.0,256.0
E1_c2,batched,LC_LI,240.0,255.0
E1_c2,batched,LC_LI,303.0,318.0
E1_c2,batched,LC_LI,216.0,231.0
E1_c2,batched,LC_LI,186.0,201.0
E1_c2,batched,LC_LI,256.0,271.0
E1_c2,batched,LC_LI,195.0,213.0
E1_c2,batched,LC_LI,270.0,285.0
E1_c2,batched,LC_LI,260.0,278.0
E1_c2,batched,LC_LI,230.0,248.0
E1_c2,batched,LC_LI,235.0,250.0
E1_c2,batched,LC_LI,206.0,221.0
E1_c2,batched,LC_LI,230.0,245.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,245.0,260.0
E1_c2,batched,LC_LI,245.0,263.0
E1_c2,batched,LC_LI,235.0,253.0
E1_c2,batched,LC_LI,275.0,290.0
E1_c2,batched,LC_LI,298.0,313.0
E1_c2,batched,LC_LI,226.0,244.0
E1_c2,batched,LC_LI,221.0,236.0
E1_c2,batched,LC_LI,250.0,265.0
E1_c2,batched,LC_LI,279.0,294.0
E1_c2,batched,LC_LI,226.0,244.0
E1_c2,batched,LC_LI,235.0,250.0
E1_c2,batched,LC_LI,190.0,205.0
E1_c2,batched,LC_LI,246.0,261.0
E1_c2,batched,LC_LI,265.0,283.0
E1_c2,batched,LC_LI,221.0,239.0
E1_c2,batched,LC_LI,178.0,193.0
E1_c2,batched,LC_LI,250.0,265.0
E1_c2,batched,LC_LI,215.0,233.0
E1_c2,batched,LC_LI,214.0,229.0
E1_c2,batched,LC_LI,256.0,271.0
E1_c2,batched,LC_LI,265.0,283.0
E1_c2,batched,LC_LI,270.0,285.0
